com.samsung.shealth.permission,6212007,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2022-04-16 05:27:00.789,2022-04-10 22:07:47.256,data,,srrFtdx0wv,com.sec.android.app.shealth,sync,1,ee8430cc-1b57-5217-1247-d51a5fdfdee8,,
