com.samsung.health.height,6212007,4
start_time,custom,height,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
2022-04-10 22:03:59.938,,177.8,2022-04-10 22:03:59.964,2022-04-10 22:03:59.964,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2e6196e2-ee30-4275-940d-37f211af886e,
