com.samsung.shealth.tracker.pedometer_step_count,6212007,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
9298,4,0,17,2022-04-13 05:31:00.000,,,2022-04-13 05:31:59.763,2022-04-13 05:31:54.513,17,1.4031037,13.046875,0.6970215,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 05:32:00.000,02c246e4-43a5-4051-af2b-1ff9b67ee898,
22595,4,0,42,2022-04-13 03:20:00.000,,,2022-04-13 03:20:28.706,2022-04-13 03:20:05.054,42,1.4359899,32.44629,1.7191162,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 03:21:00.000,1a860775-c3b0-40eb-872b-b1bb357d43a9,
40049,4,19,66,2022-04-13 02:49:00.000,,,2022-04-13 02:50:22.302,2022-04-13 02:49:36.017,85,1.8883994,75.62988,4.3286743,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 02:50:00.000,8ce87062-3624-4af5-b6b4-e80ff3ec76b5,
50341,4,0,93,2022-04-12 13:27:00.000,,,2022-04-12 13:28:04.086,2022-04-12 13:28:04.086,93,1.3611112,68.52,3.96,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 13:28:00.000,0e29cdb0-77cd-4010-8368-ea62170f5a8a,
49447,4,0,95,2022-04-13 04:46:00.000,,,2022-04-13 04:50:16.890,2022-04-13 04:46:19.340,95,1.5055391,74.44531,3.860962,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 04:47:00.000,2287126f-eaeb-4e0d-be86-41b2206cf167,
29134,4,0,50,2022-04-13 15:29:00.000,,,2022-04-13 15:30:41.217,2022-04-13 15:29:17.395,50,1.3043883,38.00293,2.059082,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 15:30:00.000,bb6c0d29-26c7-439d-8fdd-e828b74aaa6f,
49435,4,0,84,2022-04-12 14:55:00.000,,,2022-04-12 14:55:59.121,2022-04-12 14:55:08.674,84,1.2810922,63.331055,3.4704895,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 14:56:00.000,3dd64656-1b7c-4ea7-a036-0e7e28a81747,
11656,4,0,20,2022-04-13 02:58:00.000,,,2022-04-13 02:58:36.335,2022-04-13 02:58:01.394,20,1.3173798,15.355469,0.82110596,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 02:59:00.000,835e497e-8916-4c5f-8d9b-a3cd2df7421f,
60000,4,0,115,2022-04-13 04:53:00.000,,,2022-04-13 04:55:00.101,2022-04-13 04:55:00.101,115,1.4968262,89.80957,4.6782227,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 04:54:00.000,7de8423b-c60f-4bec-8286-af3b065746c0,
4825,4,0,7,2022-04-12 04:00:00.000,,,2022-04-12 04:00:39.052,2022-04-12 04:00:38.323,7,1.0619028,5.1245117,0.29501343,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 04:01:00.000,304ce196-ffd5-476c-a499-d9c3ca4d5b9b,
11747,4,0,16,2022-04-12 15:40:00.000,,,2022-04-12 15:42:00.285,2022-04-12 15:40:33.658,16,1.0740025,12.6171875,0.65185547,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 15:41:00.000,03803a8f-5156-4763-bf71-cedf0e429929,
15166,4,0,25,2022-04-13 16:14:00.000,,,2022-04-13 16:14:54.848,2022-04-13 16:14:21.064,25,1.2222314,18.53711,1.0449219,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 16:15:00.000,5be5fcb7-1c48-4c72-a569-454c39dc7657,
60000,4,0,118,2022-04-13 05:02:00.000,,,2022-04-13 05:06:05.773,2022-04-13 05:06:05.773,118,1.5516113,93.09668,4.788025,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 05:03:00.000,0d45e955-3d82-4005-8bee-e0871539c85d,
4143,4,0,7,2022-04-13 03:12:00.000,,,2022-04-13 03:12:57.285,2022-04-13 03:12:57.285,7,1.3920565,5.767578,0.2828369,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 03:13:00.000,45510be2-9177-43cc-b91e-a2d6dcd86c12,
820,4,0,2,2022-04-12 15:42:00.000,,,2022-04-12 15:45:33.586,2022-04-12 15:45:33.586,2,1.8888888,1.55,0.08,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 15:43:00.000,2091ba7e-ffc0-4607-815a-2c243978d155,
4332,4,0,7,2022-04-13 05:11:00.000,,,2022-04-13 05:11:45.199,2022-04-13 05:11:43.949,7,1.2055675,5.223633,0.29260254,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 05:12:00.000,511b8c15-5270-42c6-bcdc-7ef6b2db7e1b,
29870,4,0,57,2022-04-13 16:21:00.000,,,2022-04-13 16:22:33.160,2022-04-13 16:21:47.150,57,1.4656255,43.779297,2.355774,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 16:22:00.000,82398723-4da9-43f6-a9b0-1ee6608b22dc,
58171,4,0,111,2022-04-12 16:19:00.000,,,2022-04-12 16:21:51.485,2022-04-12 16:21:51.485,111,1.4166666,82.41,4.44,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 16:20:00.000,6ba516de-d2bd-460a-b29f-049a01777b90,
3568,4,0,7,2022-04-13 04:03:00.000,,,2022-04-13 04:03:59.755,2022-04-13 04:03:59.414,7,1.602788,5.7197266,0.28253174,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 04:04:00.000,e1760009-6c25-4728-9883-e4782f66a218,
12727,4,0,19,2022-04-13 15:04:00.000,,,2022-04-13 15:04:25.433,2022-04-13 15:04:06.620,19,1.101582,14.020508,0.798584,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 15:05:00.000,07db62ce-42e8-4321-8d8b-bf1650c39d63,
9022,4,0,14,2022-04-12 13:03:00.000,,,2022-04-12 13:04:02.868,2022-04-12 13:04:02.868,14,1.1604643,10.470459,0.5825348,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 13:04:00.000,35194849-43f2-4346-8844-3f486d4ef176,
60000,4,0,116,2022-04-12 16:19:00.000,,,2022-04-12 16:21:55.918,2022-04-12 16:21:55.918,116,1.5149089,90.89453,4.714081,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 16:20:00.000,00e10f14-8726-4309-8ec5-667544d29c5e,
48786,4,12,81,2022-04-13 17:47:00.000,,,2022-04-13 17:48:33.851,2022-04-13 17:48:33.851,93,1.7142204,83.63086,4.9904785,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 17:48:00.000,eb09ea5d-0ece-47f4-9d8e-956374ec7825,
20869,4,0,35,2022-04-13 15:47:00.000,,,2022-04-13 15:47:59.765,2022-04-13 15:47:38.711,35,1.2691178,26.486328,1.4470215,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 15:48:00.000,6e7016f4-37c8-42e7-9b0b-b4d6b2ca419e,
20397,4,0,33,2022-04-13 04:47:00.000,,,2022-04-13 04:50:16.960,2022-04-13 04:50:16.960,33,1.2423904,25.341797,1.3509521,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 04:48:00.000,586738db-37f3-4ca0-acd9-0d86da3faa8a,
10699,4,3,25,2022-04-12 16:31:00.000,,,2022-04-12 16:31:46.424,2022-04-12 16:31:46.424,28,2.320894,24.833496,1.3342896,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 16:32:00.000,7353571f-686f-4f40-9966-c92decde8237,
7199,4,0,7,2022-04-13 16:19:00.000,,,2022-04-13 16:19:05.454,2022-04-13 16:19:05.170,7,0.72628176,5.2285156,0.29119873,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 16:20:00.000,f4c1c05f-0dee-4cdc-99b6-40c07e143db3,
7402,4,0,10,2022-04-13 16:12:00.000,,,2022-04-13 16:13:11.786,2022-04-13 16:13:11.786,10,0.8888889,6.58,0.4,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 16:13:00.000,c07af84a-7983-49bb-bb5a-d6ae12992cb8,
3129,4,0,7,2022-04-12 20:41:00.000,,,2022-04-12 20:41:36.218,2022-04-12 20:41:35.567,7,1.7828231,5.580078,0.28381348,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 20:42:00.000,a49f9271-3ece-4bb7-b209-75b25d89099c,
47799,4,0,72,2022-04-13 04:54:00.000,,,2022-04-13 04:55:00.137,2022-04-13 04:55:00.137,72,1.1666868,55.7666,2.9390259,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 04:55:00.000,618ad6c1-c232-465f-aff6-e8385945ec28,
11574,4,0,21,2022-04-13 16:26:00.000,,,2022-04-13 16:26:17.830,2022-04-13 16:26:13.006,21,1.3866743,16.049805,0.8644409,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 16:27:00.000,da0596a8-3759-4163-8e3b-20553fcb40ff,
3763,4,0,7,2022-04-12 13:10:00.000,,,2022-04-12 13:10:48.421,2022-04-12 13:10:47.892,7,1.3905334,5.2333984,0.2919159,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 13:11:00.000,3f2aab4e-0d00-4b59-950b-8e16332cda99,
3392,4,0,6,2022-04-12 21:31:00.000,,,2022-04-12 21:31:11.050,2022-04-12 21:31:11.050,6,1.3038753,4.423828,0.25234985,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 21:32:00.000,eec11f2a-c9ce-449b-89d6-91730e5a861a,
8372,4,0,11,2022-04-13 16:22:00.000,,,2022-04-13 16:22:24.288,2022-04-13 16:22:24.288,11,0.8611111,7.21,0.57,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 16:23:00.000,d48d13d2-acfa-4fa2-a3b8-768e4d1ad509,
10963,4,0,18,2022-04-12 19:34:00.000,,,2022-04-12 19:34:27.105,2022-04-12 19:34:19.183,18,1.2501469,13.705566,0.74069214,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 19:35:00.000,e1c733ba-67ab-43a5-a74c-ec04b9b13262,
7943,4,0,14,2022-04-13 15:48:00.000,,,2022-04-13 15:48:05.871,2022-04-13 15:48:05.871,14,1.2777778,10.15,0.54,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 15:49:00.000,463a29e9-2aab-490c-abc2-0fc8b9daff22,
3841,4,0,7,2022-04-12 22:25:00.000,,,2022-04-12 22:25:03.503,2022-04-12 22:25:03.503,7,1.3420889,5.1552734,0.2951355,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 22:26:00.000,52a392c7-7151-4724-a2e4-a3b56f671741,
59271,4,12,113,2022-04-13 05:03:00.000,,,2022-04-13 05:06:05.809,2022-04-13 05:06:05.809,125,1.8056164,107.02246,5.8338013,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 05:04:00.000,a606ccc1-1021-4816-91cd-08b4944bc1d3,
26083,4,0,53,2022-04-13 16:19:00.000,,,2022-04-13 16:19:44.157,2022-04-13 16:19:25.728,53,1.522439,39.71,2.13,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 16:20:00.000,a5bdb4dc-8968-4f64-bc54-22f081fe20a1,
7844,4,0,16,2022-04-12 21:08:00.000,,,2022-04-12 21:08:32.432,2022-04-12 21:08:32.432,16,1.5904622,12.476074,0.65216064,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 21:09:00.000,a8794654-a024-456b-ba4c-496774806824,
26208,4,0,37,2022-04-13 17:49:00.000,,,2022-04-13 17:49:41.692,2022-04-13 17:49:00.448,37,1.0283451,26.951172,1.5727539,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 17:50:00.000,89af90c0-1396-4016-b357-69b291eabeed,
44363,4,0,80,2022-04-13 17:47:00.000,,,2022-04-13 17:48:46.905,2022-04-13 17:47:13.222,80,1.2927275,57.350002,3.17,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 17:48:00.000,ce8b0b4f-e9cd-45f3-94a6-c54cd1d851ce,
4579,4,0,10,2022-04-12 22:24:00.000,,,2022-04-12 22:24:41.101,2022-04-12 22:24:39.464,10,1.7679106,8.095703,0.40567017,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 22:25:00.000,f87c33da-248c-4c8d-b416-4f7b817e37a8,
15201,4,0,27,2022-04-12 13:22:00.000,,,2022-04-12 13:22:23.072,2022-04-12 13:22:16.980,27,1.3586769,20.654541,1.1068115,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 13:23:00.000,c04eefd8-806e-445f-bb9a-8796bb39a832,
4161,4,0,8,2022-04-13 05:30:00.000,,,2022-04-13 05:30:48.006,2022-04-13 05:30:45.532,8,1.4834111,6.173828,0.32702637,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 05:31:00.000,b43b65fe-da01-42c2-b5bc-99e955773c25,
26045,4,0,49,2022-04-13 17:53:00.000,,,2022-04-13 17:54:07.908,2022-04-13 17:53:47.557,49,1.3945094,36.32,1.8799967,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 17:54:00.000,c87bb995-37cd-4961-83cb-fab4b495e449,
11950,4,0,24,2022-04-13 18:00:00.000,,,2022-04-13 18:00:36.829,2022-04-13 18:00:27.569,24,1.5730977,18.799805,0.97735596,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 18:01:00.000,0085820c-9425-46b3-875d-af73fd3b4c70,
32756,4,0,56,2022-04-12 23:02:00.000,,,2022-04-12 23:02:48.761,2022-04-12 23:02:01.704,56,1.2980684,42.52002,2.304718,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:03:00.000,ff59b01e-c040-4f35-817c-3525bfc64116,
39096,4,0,74,2022-04-12 23:03:00.000,,,2022-04-12 23:03:48.960,2022-04-12 23:03:15.522,74,1.5387945,60.16211,3.3208618,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:04:00.000,1fecef45-3000-45b2-bbe5-a9df145bd024,
5991,4,0,10,2022-04-13 18:00:00.000,,,2022-04-13 18:01:35.996,2022-04-13 18:01:35.996,10,1.1666666,6.99,0.39,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 18:01:00.000,6f79f462-7c04-4d2d-8f99-f6be31561e4d,
6447,4,0,9,2022-04-13 15:26:00.000,,,2022-04-13 15:27:07.663,2022-04-13 15:27:07.663,9,1.0024732,6.463867,0.38684082,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 15:27:00.000,cd4e4319-e716-45ce-b247-0fc2c31d1745,
17090,4,9,36,2022-04-13 19:24:00.000,,,2022-04-13 19:32:30.240,2022-04-13 19:32:30.240,45,2.1111112,36.08,2.28,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 19:25:00.000,da1f35fd-bd57-4e17-aecd-2254082ce337,
6561,4,0,13,2022-04-12 16:28:00.000,,,2022-04-12 16:28:47.230,2022-04-12 16:28:47.230,13,1.4722222,9.66,0.5,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 16:29:00.000,d962dc3b-2f44-46f3-8a0d-39919cd445b2,
6037,4,0,11,2022-04-12 16:31:00.000,,,2022-04-12 16:31:35.923,2022-04-12 16:31:35.923,11,1.3333334,8.05,0.42,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 16:32:00.000,8ccd244d-4f1a-4e70-978b-8c3c77746d21,
2493,4,0,4,2022-04-13 15:48:00.000,,,2022-04-13 15:48:02.180,2022-04-13 15:48:00.434,4,1.195859,2.9814453,0.16625977,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 15:49:00.000,7c0e46b8-d8d2-4f62-aca1-13225162d84c,
3666,4,0,11,2022-04-12 13:08:00.000,,,2022-04-12 13:08:09.812,2022-04-12 13:08:09.812,11,2.3888888,8.76,0.41,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 13:09:00.000,56f61320-a436-4508-b585-fa7ec54b707d,
7567,4,0,14,2022-04-12 23:05:00.000,,,2022-04-12 23:06:07.598,2022-04-12 23:06:07.598,14,1.3055556,9.88,0.57,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 23:06:00.000,3d162880-551e-4b92-8b86-7c803ffdf592,
5604,4,0,11,2022-04-13 22:48:00.000,,,2022-04-13 22:48:16.155,2022-04-13 22:48:16.155,11,1.5893549,8.907227,0.4449463,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 22:49:00.000,b60ff24d-740f-4438-a70f-45026ccf60e6,
5384,4,0,9,2022-04-12 23:09:00.000,,,2022-04-12 23:10:43.699,2022-04-12 23:10:43.699,9,1.285312,6.92041,0.368042,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:10:00.000,f31cc415-c4fa-4440-9827-1cdd711bdbb6,
14963,4,0,27,2022-04-13 16:20:00.000,,,2022-04-13 16:20:27.959,2022-04-13 16:20:15.726,27,1.3819097,20.67871,1.1072388,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 16:21:00.000,c6e130d7-3c48-48f6-a60a-3b0b31c2a73b,
14525,4,0,23,2022-04-12 23:25:00.000,,,2022-04-12 23:25:55.542,2022-04-12 23:25:55.542,23,1.2049671,17.502441,0.9458008,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:26:00.000,b17f4551-e3dd-410c-842f-68000469740c,
6843,4,0,14,2022-04-12 23:26:00.000,,,2022-04-12 23:29:09.635,2022-04-12 23:29:09.635,14,1.5614523,10.686035,0.5774536,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:27:00.000,ac404fa1-546f-476e-9d08-4ca60e222fa6,
593,4,0,1,2022-04-13 22:07:00.000,,,2022-04-13 22:07:00.439,2022-04-13 22:07:00.439,1,1.2712228,0.75390625,0.041259766,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 22:08:00.000,7a0838b1-38a7-40d6-9bae-d63d455c4f6f,
6759,4,0,11,2022-04-12 23:22:00.000,,,2022-04-12 23:22:55.802,2022-04-12 23:22:55.802,11,1.1111112,7.51,0.43,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 23:23:00.000,419b708d-2ddb-4973-892c-f4b7897f122a,
9104,4,0,17,2022-04-14 01:18:00.000,,,2022-04-14 01:19:03.548,2022-04-14 01:19:03.548,17,1.5187621,13.827148,0.6995239,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-14 01:19:00.000,5dbde3dd-b232-488f-858f-588049fbeb24,
10831,4,0,23,2022-04-12 23:25:00.000,,,2022-04-12 23:26:23.311,2022-04-12 23:26:23.311,23,1.5833334,17.15,0.86,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 23:26:00.000,08b141c7-43f8-4b90-977e-d043b65cb3d5,
40119,4,1,43,2022-04-12 23:35:00.000,,,2022-04-12 23:35:59.502,2022-04-12 23:35:41.295,44,0.92111236,36.95459,1.898529,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:36:00.000,324fe6c0-5b9d-4ac5-a291-4f5c1ef81542,
23669,4,9,72,2022-04-12 23:36:00.000,,,2022-04-12 23:37:00.053,2022-04-12 23:37:00.053,81,2.8862932,68.31641,3.7913513,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:37:00.000,d6c1ba21-2835-414f-ae94-30d7f9f5273a,
5820,4,0,6,2022-04-13 17:35:00.000,,,2022-04-13 17:35:51.275,2022-04-13 17:35:51.275,6,0.8857351,5.1552734,0.25177002,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 17:36:00.000,1ff7116c-d1e9-4709-ac7d-e3a7d9853f13,
16447,4,0,30,2022-04-12 13:22:00.000,,,2022-04-12 13:24:49.284,2022-04-12 13:24:49.284,30,1.3333334,21.93,1.17,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 13:23:00.000,2c0e5b17-14a5-4c4e-9fd8-014ec9d184fe,
28981,4,0,50,2022-04-12 23:57:00.000,,,2022-04-12 23:59:06.858,2022-04-12 23:57:35.110,50,1.3166329,38.157715,2.0627136,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 23:58:00.000,fc73a46c-19ab-43ce-8c90-a063c664f258,
5076,4,0,11,2022-04-12 23:34:00.000,,,2022-04-12 23:35:00.162,2022-04-12 23:35:00.162,11,1.6666666,8.46,0.41,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 23:35:00.000,269ae077-97f9-4e13-b390-01d5d4e03f9a,
23448,4,0,47,2022-04-12 23:39:00.000,,,2022-04-12 23:40:03.552,2022-04-12 23:39:06.044,47,1.501163,35.2,2.03,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 23:40:00.000,b1154e23-6dc1-4887-b7b1-d9861dcd4129,
7472,4,0,13,2022-04-13 15:51:00.000,,,2022-04-13 15:54:58.842,2022-04-13 15:54:58.842,13,1.25,9.34,0.53,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 15:52:00.000,c97c97f2-1885-49ee-a80b-b71e089c8537,
13604,4,0,24,2022-04-13 23:02:00.000,,,2022-04-13 23:02:59.708,2022-04-13 23:02:00.585,24,1.3564451,18.454102,0.9817505,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 23:03:00.000,81efdab9-cde3-446b-b589-68c6da433a52,
13574,4,0,22,2022-04-12 23:57:00.000,,,2022-04-12 23:58:31.925,2022-04-12 23:58:31.925,22,1.1388888,15.46,0.89,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-12 23:58:00.000,03694def-fba6-4294-b8b5-efac0bb21db4,
55014,4,0,94,2022-04-13 00:01:00.000,,,2022-04-13 00:02:26.642,2022-04-13 00:02:26.642,94,1.3339299,73.38574,3.824829,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 00:02:00.000,d25684da-b23a-4460-8f32-de3339a0d11a,
9091,4,0,20,2022-04-13 16:20:00.000,,,2022-04-13 16:20:15.695,2022-04-13 16:20:14.829,20,1.6971943,15.430054,0.8600006,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 16:21:00.000,323a4bf9-ab9f-466c-9d4a-9dd87b0d4af4,
25946,4,0,46,2022-04-13 00:37:00.000,,,2022-04-13 00:38:03.509,2022-04-13 00:37:48.659,46,1.3526748,35.097168,1.8922119,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 00:38:00.000,0b25abbf-6789-426b-afcc-cb3213c060de,
27606,4,0,50,2022-04-13 17:48:00.000,,,2022-04-13 17:52:43.795,2022-04-13 17:48:47.099,50,1.315656,36.32,1.95,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 17:49:00.000,d4584e7e-ddc3-41d7-909c-a2527c98fbbe,
14185,4,0,27,2022-04-13 00:02:00.000,,,2022-04-13 00:02:26.758,2022-04-13 00:02:26.758,27,1.4565101,20.660645,1.1073608,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 00:03:00.000,0ac1e0cd-aa02-40bc-b47a-df2285555de9,
25974,4,0,46,2022-04-13 00:02:00.000,,,2022-04-13 00:02:57.482,2022-04-13 00:02:19.136,46,1.2777779,33.190002,1.86,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 00:03:00.000,d23a54d0-88d5-4bcb-936d-b69b91c07969,
60000,4,0,111,2022-04-12 13:26:00.000,,,2022-04-12 13:28:15.632,2022-04-12 13:26:14.656,111,1.4357096,86.14258,4.523712,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-12 13:27:00.000,bf3a385a-dad8-45d3-933b-877d915e2019,
30988,4,0,47,2022-04-13 17:49:00.000,,,2022-04-13 17:52:44.159,2022-04-13 17:52:44.159,47,1.0555556,32.71,2.53,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 17:50:00.000,2c3b7778-0f9d-4bbd-96c5-95f3b06bd12d,
14254,4,0,30,2022-04-13 00:40:00.000,,,2022-04-13 00:40:49.099,2022-04-13 00:40:25.377,30,1.5840533,22.58,1.14,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 00:41:00.000,109085e5-b078-4ef2-9864-feb7ce4e1ff4,
2975,4,0,7,2022-04-13 18:01:00.000,,,2022-04-13 18:01:36.133,2022-04-13 18:01:36.133,7,1.7777778,5.29,0.29,UTC-0400,2ZwajQKcly,com.sec.android.app.shealth,2022-04-13 18:02:00.000,b1360064-229f-48b5-8352-34352ba49c73,
8893,4,0,17,2022-04-13 00:38:00.000,,,2022-04-13 00:38:58.059,2022-04-13 00:38:03.556,17,1.5439105,13.730957,0.70321655,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 00:39:00.000,c87942e4-d634-4387-b7c7-2a6fb77268af,
4190,4,0,8,2022-04-13 01:13:00.000,,,2022-04-13 01:13:29.136,2022-04-13 01:13:29.136,8,1.5543039,6.5126953,0.32147217,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 01:14:00.000,7d36d0a2-0db2-493c-aa0d-3111d5dfe1d2,
8491,4,0,17,2022-04-14 01:26:00.000,,,2022-04-14 01:26:57.254,2022-04-14 01:26:57.254,17,1.5421486,13.095703,0.69866943,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-14 01:27:00.000,98a65cac-ba86-4867-a9a2-2d04fc491a25,
26793,4,0,61,2022-04-13 22:47:00.000,,,2022-04-13 22:48:16.104,2022-04-13 22:48:16.104,61,1.815372,48.640625,2.472351,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 22:48:00.000,1fc5c18f-c3dc-4967-8171-d6d56a76c352,
48143,4,0,102,2022-04-13 01:19:00.000,,,2022-04-13 01:20:03.745,2022-04-13 01:19:41.716,102,1.6882465,81.27832,4.131531,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 01:20:00.000,f11feb94-c773-496e-8ea1-211a6f956c2f,
13355,4,0,27,2022-04-13 23:03:00.000,,,2022-04-13 23:03:30.849,2022-04-13 23:03:30.849,27,1.6035553,21.416992,1.0967407,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 23:04:00.000,7dfa801e-84ca-4ac4-b4aa-5b9c2d8c2e7a,
46412,4,0,92,2022-04-13 01:25:00.000,,,2022-04-13 01:25:47.671,2022-04-13 01:25:00.160,92,1.5647783,72.62549,3.734192,UTC-0400,srrFtdx0wv,com.sec.android.app.shealth,2022-04-13 01:26:00.000,101a08f6-8207-42ab-9610-5059dc0cea50,
